lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at
3254,tenant_direct,large,retail,Industrial,sale,251.2,,,5377389.96,7748899.96,Jalisco,Zapopan,andares-puerta-hierro,organic,3,10,false,0.6973,2026-02-08T00:00:00.000000
3255,broker,large,financial,Land,rent,740.9,29865.83,34126.11,,,Nuevo León,Monterrey,macroplaza,event,0,0,false,0.893,2026-05-04T00:00:00.000000
3256,investor,small,technology,Office,sale,483.4,,,26148884.31,34950242.8,San Luis Potosí,San Luis Potosí,lomas-carranza,email,0,3,false,0.2964,2026-06-30T00:00:00.000000
3257,broker,large,manufacturing,Office,rent,452.5,116046.58,137231.73,,,Yucatán,Mérida,paseo-montejo,social,10,55,false,0.528,2025-03-22T00:00:00.000000
3258,broker,small,logistics,Office,both,235.3,62010.03,81103.19,11161805.74,15714419.94,CDMX,Benito Juárez,del-valle-narvarte,organic,0,15,false,0.1134,2025-05-16T00:00:00.000000
3259,tenant_direct,large,technology,Office,both,518.9,161138.39,200362.73,,38503486.45,Jalisco,Zapopan,andares-puerta-hierro,organic,7,5,false,0.7904,2025-07-09T00:00:00.000000
3260,broker,medium,healthcare,Retail,rent,1520.1,404745.07,465034.22,,,Querétaro,Querétaro,juriquilla-juncos,organic,2,0,true,0.245,2026-05-12T00:00:00.000000
3261,broker,medium,retail,Retail,both,441.7,114186.79,159155.14,20553622.31,26458697.14,Sonora,Hermosillo,centenario-colosio,organic,0,0,false,0.5233,2025-08-31T00:00:00.000000
3262,tenant_direct,small,technology,Retail,sale,577.3,,,22870592.24,28923449.79,Yucatán,Mérida,paseo-montejo,event,33,0,false,0.5112,2026-05-07T00:00:00.000000
3263,broker,large,retail,Retail,rent,640.4,157343.35,180812.93,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,7,1,false,0.3563,2025-05-16T00:00:00.000000
3264,tenant_direct,enterprise,retail,Office,rent,174.6,48220.05,70004.23,,,CDMX,Miguel Hidalgo,polanco,paid,0,0,false,0.1142,2025-06-19T00:00:00.000000
3265,broker,large,technology,Office,rent,355.7,89150.29,102866.4,,,CDMX,Cuauhtémoc,roma-condesa,organic,3,12,false,0.7073,2025-04-19T00:00:00.000000
3266,broker,enterprise,manufacturing,Retail,rent,348.1,74686.98,438737.7,,,Querétaro,Querétaro,juriquilla-juncos,paid,38,0,false,0.5209,2025-07-17T00:00:00.000000
3267,broker,enterprise,logistics,Office,sale,87.6,,,4808571.8,5704553.46,CDMX,Benito Juárez,del-valle-narvarte,organic,0,0,false,0.1884,2026-03-25T00:00:00.000000
3268,investor,small,retail,Office,sale,680.1,,,30766108.92,35316989.33,Estado de México,Toluca,metepec-toluca,organic,0,11,true,0.6755,2025-06-25T00:00:00.000000
3269,developer,large,retail,Industrial,rent,202.7,,32802.75,,,Baja California,Tijuana,zona-rio-aguacaliente,organic,3,0,false,1.0,2026-04-20T00:00:00.000000
3270,broker,medium,financial,Retail,both,629.7,137936.37,198696.02,24828546.38,32205521.75,Nuevo León,Monterrey,macroplaza,email,0,12,true,0.9648,2025-05-03T00:00:00.000000
3271,developer,medium,retail,Industrial,rent,229.1,,39139.66,,,Chihuahua,Chihuahua,centro-chihuahua,paid,0,0,false,0.8993,2025-01-17T00:00:00.000000
3272,tenant_direct,small,logistics,Land,both,1641.8,69942.75,90123.93,12589695.6,14669579.77,Yucatán,Mérida,paseo-montejo,paid,1,0,false,0.8358,2025-11-04T00:00:00.000000
3273,tenant_direct,enterprise,healthcare,Industrial,both,321.0,36254.97,52779.29,6525894.89,7502104.02,Estado de México,Toluca,metepec-toluca,organic,4,15,false,0.8757,2026-05-18T00:00:00.000000
3274,tenant_direct,large,retail,Office,sale,1507.9,,,81359239.7,117995538.25,CDMX,Cuauhtémoc,roma-condesa,paid,3,0,false,0.7837,2025-05-21T00:00:00.000000
3275,tenant_direct,medium,,Industrial,sale,345.8,,,6861821.79,9453119.6,Querétaro,Querétaro,,paid,4,0,false,0.4475,2026-03-09T00:00:00.000000
3276,investor,medium,other,Office,rent,376.0,101515.69,121391.11,,,Puebla,Puebla,angelopolis-lomas,referral,2,0,false,0.2595,2026-05-28T00:00:00.000000
3277,tenant_direct,medium,manufacturing,Office,both,1175.1,307880.46,412718.19,55418482.72,75619042.97,Nuevo León,Monterrey,macroplaza,paid,0,0,false,0.8186,2025-06-07T00:00:00.000000
3278,tenant_direct,large,other,Retail,sale,204.8,,,8745129.49,11319086.94,San Luis Potosí,San Luis Potosí,lomas-carranza,email,3,61,true,0.652,2025-03-05T00:00:00.000000
3279,broker,enterprise,retail,Industrial,both,404.4,54363.2,71139.39,9785376.19,12977487.1,Yucatán,Mérida,paseo-montejo,event,3,1,false,0.878,2025-12-15T00:00:00.000000
3280,broker,medium,manufacturing,Office,rent,570.6,169235.09,245518.5,,,Querétaro,Querétaro,juriquilla-juncos,event,0,43,true,1.0,2026-01-30T00:00:00.000000
3281,tenant_direct,medium,retail,Industrial,sale,518.7,,,10379116.74,13393272.0,CDMX,Benito Juárez,del-valle-narvarte,referral,3,31,false,0.4654,2025-09-10T00:00:00.000000
3282,broker,medium,technology,Office,rent,402.4,125819.74,177464.76,,,Jalisco,Guadalajara,americana-chapultepec,organic,0,0,false,0.9358,2025-12-12T00:00:00.000000
3283,broker,medium,other,Land,sale,365.4,,,2749941.46,3883074.53,Querétaro,Querétaro,,organic,17,0,false,0.1217,2025-04-23T00:00:00.000000
3284,broker,,retail,Office,sale,708.1,,,35279980.15,41057632.38,Estado de México,Toluca,metepec-toluca,organic,2,2,true,0.3301,2025-06-13T00:00:00.000000
3285,broker,small,other,Retail,rent,9024.0,117153.27,175085.92,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,5,0,false,0.5277,2025-03-03T00:00:00.000000
3286,tenant_direct,,logistics,Office,rent,770.4,229897.21,277465.3,,,Nuevo León,Monterrey,macroplaza,referral,0,9,false,1.0,2025-10-07T00:00:00.000000
3287,tenant_direct,medium,other,Office,rent,514.3,152269.04,172748.6,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,paid,1,2,false,1.0,2025-11-19T00:00:00.000000
3288,tenant_direct,enterprise,other,Retail,rent,616.8,136968.84,171978.9,,,Yucatán,Mérida,paseo-montejo,paid,1,0,false,0.5037,2026-04-07T00:00:00.000000
3289,broker,medium,manufacturing,Industrial,rent,866.6,94316.99,132694.09,,,Guanajuato,León,centro-leon,paid,0,2,false,0.5369,2025-01-19T00:00:00.000000
3290,tenant_direct,small,other,Land,rent,313.9,13704.92,17945.84,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,event,6,71,false,0.5738,2026-03-06T00:00:00.000000
3291,tenant_direct,large,financial,Office,rent,850.2,248779.16,278006.78,,,Querétaro,Querétaro,,organic,5,0,false,1.0,2026-03-15T00:00:00.000000
3292,tenant_direct,enterprise,manufacturing,Office,sale,349.7,,,19020612.35,22199139.6,Puebla,Puebla,angelopolis-lomas,organic,3,7,false,0.9198,2026-03-08T00:00:00.000000
3293,tenant_direct,medium,logistics,Land,sale,145.8,,,1119363.84,1450877.62,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,2,12,false,0.3258,2025-12-26T00:00:00.000000
3294,tenant_direct,small,technology,Office,rent,309.7,95466.04,128030.49,,,Jalisco,Zapopan,andares-puerta-hierro,paid,44,3,false,0.1609,2026-02-02T00:00:00.000000
3295,tenant_direct,large,technology,Land,rent,234.9,9101.69,10635.65,,,Puebla,Puebla,,referral,0,0,false,0.1711,2025-12-21T00:00:00.000000
3296,developer,medium,retail,Land,sale,508.4,,,3523326.6,3983647.01,Puebla,Puebla,angelopolis-lomas,email,9,1,false,0.9069,2025-04-23T00:00:00.000000
3297,investor,large,retail,Office,rent,319.3,83533.3,105497.09,,,CDMX,Benito Juárez,del-valle-narvarte,organic,2,5,false,0.797,2025-10-24T00:00:00.000000
3298,tenant_direct,medium,retail,Office,rent,427.2,107810.94,134039.48,,,Estado de México,Toluca,metepec-toluca,paid,0,0,false,0.1825,2025-05-28T00:00:00.000000
3299,tenant_direct,small,manufacturing,Retail,rent,796.8,190414.93,217216.31,,,Puebla,Puebla,angelopolis-lomas,email,4,0,false,0.8188,2025-12-03T00:00:00.000000
3300,broker,medium,logistics,Industrial,both,1110.2,133161.88,192250.65,23969137.95,100947349.43,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,0,4,false,0.4462,2026-03-23T00:00:00.000000
3301,investor,large,logistics,Retail,rent,479.7,104028.24,152905.65,,,Chihuahua,Chihuahua,,paid,2,3,false,0.673,2026-05-16T00:00:00.000000
3302,broker,medium,healthcare,Industrial,both,837.9,103145.07,119393.26,18566112.22,24790245.17,Estado de México,Toluca,,organic,46,0,false,0.5792,2026-01-06T00:00:00.000000
3303,broker,small,other,Industrial,rent,344.7,39950.74,52932.24,,,Yucatán,Mérida,paseo-montejo,referral,0,3,false,0.6563,2025-11-01T00:00:00.000000
3304,developer,medium,healthcare,Office,rent,130.0,36011.99,45804.09,,,Chihuahua,Chihuahua,centro-chihuahua,organic,0,9,false,0.364,2025-04-20T00:00:00.000000
3305,tenant_direct,large,logistics,Retail,rent,170.3,40983.7,51787.13,,,Jalisco,Zapopan,andares-puerta-hierro,paid,8,0,false,0.9608,2025-06-02T00:00:00.000000
3306,broker,small,retail,Retail,sale,340.2,,,14001581.93,16860687.0,Guanajuato,León,centro-leon,paid,40,0,false,0.8112,2025-03-31T00:00:00.000000
3307,broker,large,other,Retail,sale,683.2,,,30881244.74,34762482.7,CDMX,Benito Juárez,del-valle-narvarte,event,2,0,false,0.0469,2026-01-30T00:00:00.000000
3308,broker,large,technology,Office,sale,340.9,,,17223940.16,23313081.0,Guanajuato,León,centro-leon,paid,0,3,false,0.7483,2025-09-24T00:00:00.000000
3309,tenant_direct,medium,technology,Office,both,899.1,248049.53,287105.61,44648915.32,60434286.44,Chihuahua,Chihuahua,centro-chihuahua,organic,0,0,false,0.7111,2025-07-03T00:00:00.000000
3310,broker,enterprise,retail,Industrial,sale,6955.3,,,29892887.6,36684895.94,Chihuahua,Chihuahua,centro-chihuahua,social,1,0,false,0.4385,2025-11-02T00:00:00.000000
3311,investor,enterprise,manufacturing,Office,rent,209.0,51560.21,68676.74,,,Nuevo León,Monterrey,,referral,2,11,true,0.1609,2026-04-18T00:00:00.000000
3312,investor,medium,logistics,Office,sale,1740.2,,,93654875.82,132578964.23,Baja California,Tijuana,zona-rio-aguacaliente,paid,0,15,false,0.6331,2025-07-23T00:00:00.000000
3313,tenant_direct,small,technology,Retail,rent,123.7,33137.33,41427.42,,,Baja California,Tijuana,zona-rio-aguacaliente,organic,0,1,false,0.763,2025-08-29T00:00:00.000000
3314,tenant_direct,medium,financial,Industrial,sale,1433.2,,,28100162.37,36186479.1,Jalisco,Zapopan,andares-puerta-hierro,social,0,0,false,0.0015,2025-07-17T00:00:00.000000
3315,broker,small,technology,Industrial,both,381.3,43351.52,54448.89,7803274.11,10218485.43,Baja California,Tijuana,zona-rio-aguacaliente,email,7,0,false,0.4369,2025-05-26T00:00:00.000000
3316,broker,medium,retail,Retail,rent,331.5,86448.31,99203.19,,,Estado de México,Toluca,metepec-toluca,organic,5,0,false,0.6777,2025-09-12T00:00:00.000000
3317,tenant_direct,enterprise,retail,Industrial,rent,388.2,49019.21,65892.51,,,Chihuahua,Chihuahua,centro-chihuahua,paid,0,9,false,0.1933,2025-02-12T00:00:00.000000
3318,broker,enterprise,retail,Land,sale,222.4,,,1526371.97,2086994.53,Sonora,Hermosillo,centenario-colosio,paid,0,9,true,0.9794,2025-02-17T00:00:00.000000
3319,broker,medium,financial,Office,rent,1122.6,326069.2,435990.38,,,Querétaro,Querétaro,centro-queretaro,organic,0,0,false,0.704,2025-07-02T00:00:00.000000
3320,broker,medium,technology,Industrial,rent,240.0,31801.03,122866.68,,,Jalisco,Guadalajara,americana-chapultepec,referral,1,3,false,0.7547,2026-03-08T00:00:00.000000
3321,broker,small,technology,Land,sale,262.5,,,1757478.45,2504085.35,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,1,5,false,0.4432,2025-10-10T00:00:00.000000
3322,tenant_direct,medium,technology,Retail,rent,148.0,37113.55,53334.35,,,CDMX,Miguel Hidalgo,polanco,organic,3,65,false,0.1932,2025-09-08T00:00:00.000000
3323,tenant_direct,small,financial,Retail,rent,233.5,60420.95,76525.45,,,Querétaro,Querétaro,juriquilla-juncos,organic,9,0,false,0.9852,2025-02-13T00:00:00.000000
3324,investor,enterprise,other,Office,sale,238.6,,,10808311.06,13484528.57,Querétaro,Querétaro,centro-queretaro,social,2,0,false,0.0262,2025-02-07T00:00:00.000000
3325,tenant_direct,enterprise,logistics,Office,rent,227.6,70646.92,103100.6,,,Jalisco,Guadalajara,americana-chapultepec,paid,6,0,false,0.8296,2026-06-18T00:00:00.000000
3326,investor,small,manufacturing,Retail,rent,345.0,92320.51,123900.31,,,CDMX,Benito Juárez,del-valle-narvarte,organic,2,0,false,0.2274,2025-10-07T00:00:00.000000
3327,tenant_direct,large,other,Office,both,178.3,52819.01,68869.25,9507421.89,12658218.47,Estado de México,Toluca,metepec-toluca,event,48,2,false,0.8571,2025-11-27T00:00:00.000000
3328,investor,medium,retail,Retail,rent,1198.4,288743.07,402755.59,,,Chihuahua,Chihuahua,centro-chihuahua,email,0,0,false,0.5051,2025-07-08T00:00:00.000000
3329,tenant_direct,large,technology,Office,rent,350.6,100733.68,123303.8,,,Baja California,Tijuana,zona-rio-aguacaliente,event,3,5,false,0.5276,2026-02-23T00:00:00.000000
3330,broker,medium,manufacturing,Office,both,507.9,147496.88,164179.23,26549438.4,31050900.72,Baja California,Tijuana,zona-rio-aguacaliente,paid,1,0,false,1.0,2026-03-09T00:00:00.000000
3331,investor,small,retail,Industrial,rent,715.8,78468.59,108346.97,,,Querétaro,Querétaro,centro-queretaro,organic,1,10,false,0.9766,2025-02-13T00:00:00.000000
3332,broker,large,manufacturing,Retail,both,1622.1,369346.74,501730.3,66482412.7,83623566.71,Puebla,Puebla,angelopolis-lomas,organic,3,0,false,0.1098,2025-10-17T00:00:00.000000
3333,broker,small,manufacturing,Office,sale,740.4,,,33593826.11,40264568.1,Querétaro,Querétaro,,email,3,0,false,0.9656,2025-08-11T00:00:00.000000
3334,broker,medium,retail,Land,sale,328.0,,,2284972.81,2553760.13,Puebla,Puebla,angelopolis-lomas,email,0,12,false,0.0215,2026-04-07T00:00:00.000000
3335,tenant_direct,small,manufacturing,Office,rent,183.6,54557.8,80528.82,,,Sonora,Hermosillo,centenario-colosio,paid,1,1,false,0.626,2025-07-31T00:00:00.000000
3336,tenant_direct,large,retail,Office,rent,495.2,152033.99,211678.07,,,Estado de México,Toluca,,paid,0,0,false,0.8693,2025-04-23T00:00:00.000000
3337,tenant_direct,large,technology,Office,both,824.2,223351.53,280131.57,40203275.21,50346689.77,Chihuahua,Chihuahua,centro-chihuahua,referral,1,0,false,0.3961,2026-01-02T00:00:00.000000
3338,investor,small,healthcare,Retail,rent,431.4,106546.82,125770.15,,,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,9,1,false,0.6851,2025-06-17T00:00:00.000000
3339,broker,medium,financial,Retail,sale,408.8,,,18077122.65,23160781.56,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,0,false,0.635,2025-09-15T00:00:00.000000
3340,tenant_direct,large,technology,Office,both,453.7,126161.06,139850.09,22708991.13,26237950.93,Chihuahua,Chihuahua,centro-chihuahua,paid,1,3,false,0.6244,2025-05-12T00:00:00.000000
3341,broker,small,technology,Office,sale,104.8,,,5538916.33,7664660.15,Sonora,Hermosillo,centenario-colosio,paid,0,1,false,0.9134,2025-05-17T00:00:00.000000
3342,investor,medium,technology,Retail,rent,432.8,94804.46,141766.52,,,CDMX,Miguel Hidalgo,polanco,social,0,2,false,0.6615,2026-05-25T00:00:00.000000
3343,broker,large,technology,Industrial,sale,653.5,,,12614781.49,17050469.54,CDMX,Cuauhtémoc,,referral,3,4,false,0.9025,2026-02-13T00:00:00.000000
3344,broker,medium,technology,Retail,sale,378.1,,,15712903.08,19660193.51,Puebla,Puebla,angelopolis-lomas,paid,1,62,true,0.0101,2025-06-18T00:00:00.000000
3345,tenant_direct,large,technology,Retail,rent,860.5,230742.12,290367.19,,,Yucatán,Mérida,paseo-montejo,organic,37,5,false,0.3031,2026-01-15T00:00:00.000000
3346,tenant_direct,medium,healthcare,Office,both,880.9,274594.71,311623.91,49427048.56,63310555.58,Estado de México,Toluca,metepec-toluca,organic,8,2,false,0.6837,2025-10-18T00:00:00.000000
3347,investor,large,healthcare,Retail,rent,273.9,67928.48,100944.72,,,Querétaro,Querétaro,centro-queretaro,organic,58,46,true,0.8741,2025-08-12T00:00:00.000000
3348,tenant_direct,small,financial,Retail,both,532.7,130367.89,188524.89,23466220.62,29064990.0,Querétaro,Querétaro,centro-queretaro,referral,0,10,false,0.89,2025-03-31T00:00:00.000000
3349,investor,small,logistics,Industrial,rent,402.4,,66105.62,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,referral,0,0,false,0.5432,2026-04-24T00:00:00.000000
3350,tenant_direct,small,financial,Office,rent,93.7,25783.1,30731.83,,,CDMX,Miguel Hidalgo,polanco,referral,7,2,false,0.9001,2025-01-06T00:00:00.000000
3351,broker,enterprise,financial,Office,sale,342.3,,,16337857.3,21232973.14,Estado de México,Toluca,metepec-toluca,referral,10,0,false,0.9348,2025-03-18T00:00:00.000000
3352,broker,enterprise,healthcare,Retail,rent,189.1,39770.18,44053.14,,,Baja California,Tijuana,zona-rio-aguacaliente,referral,0,14,false,0.6652,2025-09-17T00:00:00.000000
3353,broker,,financial,Retail,rent,429.0,90588.36,132781.9,,,CDMX,Benito Juárez,del-valle-narvarte,referral,0,0,false,0.2054,2025-10-08T00:00:00.000000
3354,broker,small,financial,Office,rent,631.1,197568.0,272421.13,,,Guanajuato,León,centro-leon,social,21,5,false,0.7763,2025-11-19T00:00:00.000000
3355,tenant_direct,medium,healthcare,Office,both,335.0,99542.21,116495.91,17917597.28,26379055.94,Guanajuato,León,centro-leon,organic,15,10,false,0.4001,2026-04-09T00:00:00.000000
3356,tenant_direct,large,manufacturing,Industrial,rent,207.3,26060.04,30381.18,,,Chihuahua,Chihuahua,centro-chihuahua,referral,2,0,false,0.4695,2026-06-23T00:00:00.000000
3357,tenant_direct,large,retail,Industrial,sale,460.3,,,10797979.9,14276733.14,Chihuahua,Chihuahua,centro-chihuahua,organic,0,11,true,0.9203,2026-01-21T00:00:00.000000
3358,tenant_direct,small,technology,Industrial,sale,2177.7,,,48296147.31,66320681.49,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,57,0,false,0.9892,2026-06-15T00:00:00.000000
3359,tenant_direct,enterprise,retail,Industrial,sale,84.7,,,1906708.87,2146914.99,Querétaro,Querétaro,centro-queretaro,paid,2,2,false,0.8202,2025-10-15T00:00:00.000000
3360,tenant_direct,small,technology,Industrial,rent,459.9,59190.29,77422.57,,,CDMX,Benito Juárez,,email,0,15,true,0.324,2026-04-24T00:00:00.000000
3361,broker,small,technology,Retail,rent,266.3,57932.57,72026.12,,,Jalisco,Guadalajara,americana-chapultepec,referral,0,5,false,0.281,2025-02-21T00:00:00.000000
3362,broker,enterprise,technology,Retail,both,289.3,64017.16,84479.0,11523088.64,13452194.15,Nuevo León,Monterrey,macroplaza,referral,0,0,false,0.0215,2025-11-20T00:00:00.000000
3363,tenant_direct,medium,retail,Industrial,sale,362.7,,,7944334.13,10864660.01,CDMX,Benito Juárez,del-valle-narvarte,organic,9,0,false,0.1239,2025-01-19T00:00:00.000000
3364,tenant_direct,medium,other,Retail,both,306.5,66150.09,78320.68,11907017.09,13886529.12,CDMX,Benito Juárez,del-valle-narvarte,organic,0,1,false,0.0674,2026-03-09T00:00:00.000000
3365,broker,medium,retail,Industrial,sale,596.2,,,13390650.94,17851791.05,Jalisco,Guadalajara,americana-chapultepec,email,7,14,false,0.6205,2026-01-01T00:00:00.000000
3366,broker,enterprise,retail,Office,both,329.4,99884.38,544632.96,17979189.18,22584989.97,Jalisco,Zapopan,andares-puerta-hierro,paid,4,4,false,0.3649,2025-08-15T00:00:00.000000
3367,tenant_direct,small,retail,Land,both,85.3,3701.96,19075.22,666352.31,993193.79,Guanajuato,León,centro-leon,paid,0,0,false,0.0183,2025-08-28T00:00:00.000000
3368,tenant_direct,large,retail,Office,rent,960.4,257023.71,328376.67,,,San Luis Potosí,San Luis Potosí,lomas-carranza,email,58,3,false,1.0,2026-06-21T00:00:00.000000
3369,broker,medium,logistics,Industrial,both,864.0,95969.94,115431.01,17274589.89,19054333.09,Jalisco,Zapopan,andares-puerta-hierro,paid,26,99,true,0.7951,2025-08-17T00:00:00.000000
3370,tenant_direct,small,logistics,Office,rent,254.8,79527.33,104007.47,,,CDMX,Benito Juárez,del-valle-narvarte,organic,3,5,false,0.7097,2026-06-30T00:00:00.000000
3371,investor,medium,technology,Retail,rent,404.3,107047.45,125475.53,,,Querétaro,Querétaro,juriquilla-juncos,paid,21,5,false,0.6965,2025-08-01T00:00:00.000000
3372,broker,medium,manufacturing,Industrial,rent,919.3,,147886.08,,,Jalisco,Zapopan,andares-puerta-hierro,paid,0,4,false,1.0,2026-05-19T00:00:00.000000
